RUNDATE,SOURCE_FILE,REPORT_NAME,YEAR,MONTH,ROW_NAME,CURRENT_MONTH,CALENDAR_YTD,FISCAL_YTD,CURRENCY
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,April,Total,25138045.93,108663369.61,271851909.22,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,April,Education Trust Fund (15%),3770706.89,16299505.44,40777786.38,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,April,Local Jurisdictions (5%),1256902.3,5433168.48,13592595.47,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - MGM National Harbor,2025,April,MGM National Harbor (80%),20110436.74,86930695.69,217481527.37,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Gross Terminal Revenue,15585925.77,65883464.15,168073432.94,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Non-Banked Games,1278161.0,5229014.0,13128845.0,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Banked Games,14307764.77,60654450.15,154944587.94,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Total,15585925.77,65883464.15,168073432.94,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Education Trust Fund (20%) after 12/8/16 (15%),2337888.87,9882519.62,25211014.94,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Local Jurisdictions (5%),779296.28,3294173.21,8403671.66,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Live! Casino & Hotel,2025,April,Live! Casino & Hotel (80%),12468740.62,52706771.32,134458746.34,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Gross Terminal Revenue,4411344.09,17499663.83,42589429.78,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Non-Banked Games,294334.0,1433290.0,3117607.0,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Banked Games,4117010.09,16066373.83,39471822.78,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Total,4411344.09,17499663.83,42589429.78,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Education Trust Fund (20%) after 12/8/16 (15%),661701.61,2624949.57,6388414.46,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Local Jurisdictions (5%),220567.21,874983.2,2129471.49,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Horseshoe Casino,2025,April,Horseshoe Casino (80%),3529075.27,13999731.06,34071543.83,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Gross Terminal Revenue,1211768.5,4217135.91,10530569.79,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Non-Banked Games,134924.0,540645.0,1376821.0,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Banked Games,1076844.5,3676490.91,9153748.79,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Total,1211768.5,4217135.91,10530569.79,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Education Trust Fund (20%) after 12/8/16 (15%),181765.28,632570.4,1579585.48,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Local Jurisdictions (5%),60588.42,210856.78,526528.48,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Hollywood Casino Perryville,2025,April,Hollywood Casino (80%),969414.8,3373708.73,8424455.83,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Gross Terminal Revenue,628310.85,2374048.22,6859194.39,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Non-Banked Games,0.0,0.0,0.0,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Banked Games,628310.85,2374048.22,6859194.39,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Total,628310.85,2374048.22,6859194.39,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Education Trust Fund (20%) after 12/8/16 (15%),94246.63,356107.23,1028879.16,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Local Jurisdictions (5%),31415.54,118702.41,342959.72,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Ocean Downs Casino,2025,April,Ocean Downs Casino (80%),502648.68,1899238.58,5487355.51,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Gross Terminal Revenue,394143.7,1704950.49,4258347.3,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Non-Banked Games,0.0,0.0,0.0,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Banked Games,394143.7,1704950.49,4258347.3,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Total,394143.7,1704950.49,4258347.3,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Education Trust Fund (20%) after 12/8/16 (15%),59121.56,255742.58,638752.11,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Local Jurisdictions (5%),19707.18,85247.52,212917.35,USD
2026-02-04 23:32:37,APRIL-2025-CASINO-REVENUE-DATA.pdf,Table Games Revenue - Rocky Gap Casino Resort,2025,April,Rocky Gap Casino Resort (80%),315314.96,1363960.39,3406677.84,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Gross Terminal Revenue,118227857.73,912720625.83,236458694.74,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Education Trust Fund,44600172.88,345875898.16,89227577.94,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Casino Operators,55883998.1,429857559.65,111743219.8,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Purse Dedication (6%),7098145.85,54800448.99,14196506.5,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Local Impact Grants (5.5%),6507006.58,50236845.86,13014213.05,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Race Tracks Facility Renewal Account (1%),1182837.86,9131857.65,2365710.03,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Lottery (1%),1181159.99,9117903.28,2362340.78,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,"Small, Minority, Women Business / Commerce",1774536.47,13700112.24,3549126.64,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,General Fund (0%),0.0,0.0,0.0,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - Total,2025,August,Total,118227857.73,912720625.83,236458694.74,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Gross Terminal Revenue,52042812.18,402020111.5,99473868.72,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Non-Banked Games,4147645.0,30889374.06,7997667.0,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Banked Games,47895167.18,371130737.44,91476201.72,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Total,52042812.18,402020111.5,99473868.72,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Education Trust Fund (20%) after 12/8/16 (15%),7806421.84,60303016.76,14921080.32,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Local Jurisdictions (5%),2602140.6,20101005.54,4973693.42,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,Table Game Revenue - Total,2025,August,Casino (80%),41634249.74,321616089.2,79579094.98,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,Gross Terminal Revenue,42303926.16,336825356.85,85299320.1,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,Education Trust Fund (41%),17361426.22,138233941.18,35005261.67,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,MGM National Harbor (44%),18592884.52,148035157.77,37491369.03,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,Purse Dedication (6%),2540130.39,20224794.1,5121625.74,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,Local Impact Grants (5.5%),2328610.76,18540667.3,4695129.14,USD
2026-02-04 23:32:37,AUGUST-2025-CASINO-REVENUE-DATA.pdf,VLT Gaming Revenue - MGM National Harbor,2025,August,Race Tracks Facility Renewal Account (1%),423276.12,3370162.65,853451.52,USD
